MgCl2.2H2O 80K NIR reflectance spectra from 0.35-2.5um		
Data from Hanley et al. (2014)		
		
Wavelength (um)	% Reflectance	normalized
0.63	0.306364428	0.972658997
0.631	0.306200289	0.972137881
0.632	0.306193945	0.972117743
0.633	0.306254108	0.972308749
0.634	0.306104916	0.971835089
0.635	0.30599715	0.971492948
0.636	0.305979849	0.97143802
0.637	0.306005489	0.971519422
0.638	0.305872003	0.971095625
0.639	0.305785859	0.970822131
0.64	0.305784287	0.970817143
0.641	0.305791901	0.970841316
0.642	0.305747627	0.970700752
0.643	0.305639098	0.970356188
0.644	0.305523752	0.969989984
0.645	0.305571996	0.970143151
0.646	0.30557973	0.970167706
0.647	0.305484421	0.969865115
0.648	0.305322789	0.969351957
0.649	0.305345145	0.969422936
0.65	0.305392238	0.969572447
0.651	0.305353917	0.969450784
0.652	0.305198216	0.968956459
0.653	0.305103879	0.968656953
0.654	0.305095031	0.968628862
0.655	0.305129099	0.968737022
0.656	0.305088366	0.968607702
0.657	0.30501423	0.968372331
0.658	0.304950995	0.968171571
0.659	0.304934841	0.968120285
0.66	0.304910382	0.96804263
0.661	0.304862624	0.967891007
0.662	0.304789817	0.967659856
0.663	0.304699683	0.967373694
0.664	0.304715019	0.967422385
0.665	0.304727913	0.96746332
0.666	0.304630752	0.967154847
0.667	0.304580711	0.966995977
0.668	0.304541723	0.966872194
0.669	0.304520419	0.966804558
0.67	0.304546109	0.966886122
0.671	0.304492013	0.966714376
0.672	0.304425098	0.966501929
0.673	0.304397115	0.966413086
0.674	0.304365219	0.966311823
0.675	0.304351672	0.966268813
0.676	0.304324716	0.966183233
0.677	0.304249831	0.965945486
0.678	0.30418496	0.965739529
0.679	0.304137194	0.96558788
0.68	0.304103822	0.965481927
0.681	0.304075249	0.965391215
0.682	0.304048074	0.965304939
0.683	0.304025549	0.965233423
0.684	0.30401052	0.965185709
0.685	0.304010248	0.965184846
0.686	0.303920468	0.964899809
0.687	0.303820153	0.964581326
0.688	0.303852332	0.964683486
0.689	0.303869231	0.964737138
0.69	0.303826034	0.964599995
0.691	0.303741044	0.964330165
0.692	0.30370193	0.964205985
0.693	0.303693712	0.964179893
0.694	0.303691376	0.964172479
0.695	0.303667997	0.964098253
0.696	0.303607808	0.963907163
0.697	0.303536364	0.963680338
0.698	0.303487533	0.963525309
0.699	0.303490349	0.963534248
0.7	0.303483164	0.963511438
0.701	0.303428845	0.963338984
0.702	0.303342791	0.963065773
0.703	0.303321375	0.962997781
0.704	0.303338964	0.963053624
0.705	0.303351755	0.963094234
0.706	0.30331444	0.962975765
0.707	0.303203017	0.962622013
0.708	0.303160087	0.962485718
0.709	0.303190621	0.962582659
0.71	0.303180071	0.962549164
0.711	0.30310295	0.962304317
0.712	0.303051074	0.962139617
0.713	0.303064293	0.962181586
0.714	0.303028338	0.962067435
0.715	0.303005488	0.96199489
0.716	0.303001885	0.961983453
0.717	0.302994592	0.961960298
0.718	0.302909573	0.961690376
0.719	0.302864209	0.961546353
0.72	0.302885752	0.961614747
0.721	0.302901686	0.961665337
0.722	0.302844898	0.961485041
0.723	0.302789983	0.961310694
0.724	0.302784576	0.961293531
0.725	0.302739174	0.961149386
0.726	0.302724066	0.961101419
0.727	0.302726252	0.96110836
0.728	0.302705522	0.961042544
0.729	0.30267701	0.960952025
0.73	0.30264835	0.960861033
0.731	0.302623203	0.960781195
0.732	0.30260061	0.960709467
0.733	0.302565229	0.960597137
0.734	0.302538038	0.960510812
0.735	0.302522917	0.960462803
0.736	0.302458481	0.960258228
0.737	0.302404596	0.960087151
0.738	0.302376515	0.959997999
0.739	0.302368993	0.959974117
0.74	0.3023886	0.960036368
0.741	0.302372136	0.959984098
0.742	0.30230472	0.959770061
0.743	0.302229685	0.959531836
0.744	0.302199258	0.959435235
0.745	0.302190473	0.959407346
0.746	0.302169876	0.959341954
0.747	0.302124391	0.959197544
0.748	0.302050928	0.958964312
0.749	0.301998016	0.958796324
0.75	0.302013	0.958843898
0.751	0.302006085	0.958821942
0.752	0.301958475	0.958670789
0.753	0.301882701	0.958430218
0.754	0.301818681	0.958226964
0.755	0.30181228	0.958206644
0.756	0.3018038	0.958179719
0.757	0.301746811	0.957998787
0.758	0.301668185	0.957749163
0.759	0.301637062	0.957650352
0.76	0.301625348	0.957613163
0.761	0.30158029	0.957470109
0.762	0.30154667	0.957363373
0.763	0.30152316	0.957288731
0.764	0.301493311	0.957193965
0.765	0.301431979	0.956999246
0.766	0.301352961	0.956748377
0.767	0.301311688	0.956617342
0.768	0.301322137	0.956650515
0.769	0.301308652	0.956607703
0.77	0.301284003	0.956529446
0.771	0.301235759	0.956376279
