MgCl2.4H2O 80K NIR reflectance spectra from 0.35-2.5um		
This is the data used to create Figure 2		
		
Wavelength (um)	% Reflectance	normalized
0.972	0.316074772	0.922088672
0.973	0.315522738	0.920478216
0.974	0.314951761	0.918812499
0.975	0.31442264	0.917268887
0.976	0.314042126	0.91615881
0.977	0.313499076	0.914574565
0.978	0.312960026	0.913001988
0.979	0.312569748	0.911863425
0.98	0.312363722	0.911262383
0.981	0.312070743	0.910407671
0.982	0.311700524	0.909327627
0.983	0.311395168	0.908436809
0.984	0.311301148	0.908162523
0.985	0.311356633	0.908324389
0.986	0.311547062	0.908879932
0.987	0.311831576	0.909709946
0.988	0.312147385	0.91063126
0.989	0.312402338	0.911375037
0.99	0.312643973	0.912079961
0.991	0.312793039	0.912514834
0.992	0.312804428	0.91254806
0.993	0.312806126	0.912553013
0.994	0.312527139	0.911739121
0.995	0.312237931	0.910895412
0.996	0.312129405	0.910578805
0.997	0.311968398	0.910109099
0.998	0.312183589	0.910736878
0.999	0.312571704	0.911869132
1	0.312891481	0.91280202
1.001	0.31219111	0.910758818
1.002	0.312239163	0.910899005
1.003	0.312308748	0.911102006
1.004	0.312440932	0.911487628
1.005	0.312564625	0.911848478
1.006	0.312693281	0.912223809
1.007	0.312786756	0.912496503
1.008	0.312753072	0.912398237
1.009	0.312666028	0.912144302
1.01	0.312467082	0.911563915
1.011	0.312154018	0.91065061
1.012	0.311778468	0.909555014
1.013	0.3112684	0.908066987
1.014	0.310804551	0.906713793
1.015	0.310310537	0.905272601
1.016	0.309783357	0.903734654
1.017	0.30930712	0.902345321
1.018	0.308916287	0.901205141
1.019	0.308689368	0.900543145
1.02	0.308535904	0.900095443
1.021	0.308634877	0.900384179
1.022	0.308890067	0.901128649
1.023	0.309203812	0.902043939
1.024	0.309701416	0.903495607
1.025	0.310123274	0.904726298
1.026	0.310594797	0.906101877
1.027	0.311060965	0.907461834
1.028	0.311617897	0.909086577
1.029	0.311988915	0.910168954
1.03	0.312387403	0.911331468
1.031	0.312611803	0.911986112
1.032	0.312513014	0.911697914
1.033	0.312351562	0.911226907
1.034	0.311861168	0.909796276
1.035	0.31138633	0.908411026
1.036	0.310878918	0.906930747
1.037	0.310499154	0.905822857
1.038	0.310594245	0.906100267
1.039	0.310894793	0.906977059
1.04	0.311593814	0.909016321
1.041	0.312820593	0.912595218
1.042	0.314039096	0.91614997
1.043	0.315677488	0.920929671
1.044	0.317118628	0.925133926
1.045	0.3186489	0.929598206
1.046	0.320120177	0.933890381
1.047	0.321291337	0.937307019
1.048	0.322425703	0.940616318
1.049	0.323314815	0.943210134
1.05	0.324075913	0.945430497
1.051	0.324924612	0.947906416
1.052	0.325691134	0.950142598
1.053	0.32641461	0.952253205
1.054	0.327136238	0.954358417
1.055	0.327788562	0.95626145
1.056	0.328365166	0.957943585
1.057	0.328882415	0.959452562
1.058	0.329362833	0.960854092
1.059	0.329810776	0.962160878
1.06	0.330188049	0.963261503
1.061	0.330534401	0.964271919
1.062	0.33085342	0.965202599
1.063	0.331096078	0.965910507
1.064	0.331361612	0.966685152
1.065	0.331593753	0.96736238
1.066	0.331832714	0.968059504
1.067	0.332171003	0.969046397
1.068	0.332502879	0.970014583
1.069	0.332836232	0.970987079
1.07	0.33314965	0.971901417
1.071	0.333512614	0.972960295
1.072	0.333756752	0.973672522
1.073	0.333944298	0.974219652
1.074	0.334117758	0.97472569
1.075	0.334187461	0.974929035
1.076	0.334327866	0.975338639
1.077	0.334495803	0.975828565
1.078	0.334636635	0.976239414
1.079	0.33475686	0.976590148
1.08	0.334898481	0.977003303
1.081	0.335018947	0.977354739
