NaClO4.2H2O 80K NIR reflectance spectra from 0.35-2.5�m		
This is the data used to create Figure 1		
		
Wavelength (um	% Reflectance	normalized
0.747	0.195235222	0.933745256
0.748	0.194928887	0.93228016
0.749	0.194737285	0.931363788
0.75	0.194717606	0.931269672
0.751	0.194837322	0.931842233
0.752	0.195037088	0.932797649
0.753	0.195287881	0.933997106
0.754	0.19559172	0.935450269
0.755	0.19587476	0.936803955
0.756	0.196136305	0.938054836
0.757	0.196371805	0.939181156
0.758	0.196524957	0.939913632
0.759	0.196650109	0.940512192
0.76	0.196764399	0.941058801
0.761	0.196867658	0.941552658
0.762	0.196950285	0.941947832
0.763	0.197008644	0.942226946
0.764	0.19704676	0.942409242
0.765	0.197075888	0.94254855
0.766	0.197106116	0.942693123
0.767	0.197160259	0.942952068
0.768	0.197231235	0.943291523
0.769	0.197249672	0.943379701
0.77	0.197296966	0.943605895
0.771	0.197350687	0.943862822
0.772	0.197369186	0.943951299
0.773	0.197378494	0.943995812
0.774	0.197420124	0.944194916
0.775	0.197495403	0.944554953
0.776	0.197575279	0.944936974
0.777	0.197655392	0.945320124
0.778	0.197716997	0.94561476
0.779	0.197763626	0.945837773
0.78	0.197832938	0.946169268
0.781	0.197908831	0.946532239
0.782	0.197967732	0.946813944
0.783	0.197996668	0.946952337
0.784	0.198018411	0.947056324
0.785	0.198067104	0.947289206
0.786	0.198116437	0.947525149
0.787	0.198121957	0.947551549
0.788	0.198154622	0.947707779
0.789	0.19819868	0.94791849
0.79	0.198231711	0.94807647
0.791	0.198235443	0.948094318
0.792	0.198252652	0.948176621
0.793	0.198292997	0.948369581
0.794	0.198335596	0.948573317
0.795	0.198304284	0.948423562
0.796	0.198302166	0.94841343
0.797	0.198303911	0.948421777
0.798	0.198266554	0.948243113
0.799	0.198288293	0.948347083
0.8	0.198293064	0.948369897
0.801	0.198263044	0.948226325
0.802	0.198230604	0.948071173
0.803	0.198225677	0.94804761
0.804	0.198240488	0.948118446
0.805	0.198250906	0.948168271
0.806	0.198220472	0.948022714
0.807	0.198192976	0.947891212
0.808	0.198195155	0.947901634
0.809	0.198228537	0.94806129
0.81	0.198242895	0.948129958
0.811	0.198245873	0.9481442
0.812	0.198257595	0.948200261
0.813	0.198291654	0.948363156
0.814	0.198292701	0.948368161
0.815	0.19830412	0.948422778
0.816	0.198339779	0.94859332
0.817	0.19838122	0.948791521
0.818	0.198387731	0.948822662
0.819	0.198391371	0.948840071
0.82	0.198405777	0.948908966
0.821	0.198401504	0.948888532
0.822	0.198395541	0.948860014
0.823	0.198387273	0.948820469
0.824	0.1983869	0.948818688
0.825	0.198445447	0.949098697
0.826	0.198535019	0.94952709
0.827	0.198591538	0.949797402
0.828	0.198567664	0.94968322
0.829	0.198567335	0.949681646
0.83	0.198594279	0.949810509
0.831	0.198611418	0.949892481
0.832	0.198568037	0.949685004
0.833	0.198553337	0.949614701
0.834	0.198543713	0.949568671
0.835	0.198518723	0.949449152
0.836	0.198479814	0.949263062
0.837	0.198372567	0.948750134
0.838	0.198185787	0.947856827
0.839	0.197928928	0.946628355
0.84	0.197634831	0.94522179
0.841	0.197235636	0.943312573
0.842	0.196773642	0.941103007
0.843	0.196306621	0.938869401
0.844	0.195785187	0.936375555
0.845	0.195285379	0.933985142
0.846	0.19489443	0.932115361
0.847	0.194695088	0.931161973
0.848	0.194714122	0.93125301
0.849	0.194984204	0.932544721
0.85	0.195439329	0.934721433
0.851	0.195921836	0.937029102
0.852	0.196306261	0.938867679
0.853	0.196657577	0.940547906
0.854	0.196995472	0.942163949
0.855	0.197224144	0.943257611
0.856	0.197448424	0.944330264
0.857	0.197702417	0.94554503
0.858	0.197988089	0.946911307
0.859	0.198279814	0.948306529
0.86	0.198553508	0.949615516
0.861	0.198801504	0.950801598
0.862	0.199023143	0.951861625
0.863	0.199214073	0.952774781
0.864	0.199371332	0.953526897
0.865	0.199449283	0.953899713
0.866	0.199417138	0.953745972
0.867	0.199440384	0.953857149
0.868	0.199495398	0.954120263
0.869	0.1995754	0.954502885
0.87	0.199696088	0.955080099
0.871	0.199864393	0.955885046
0.872	0.200010737	0.956584957
0.873	0.200098374	0.957004097
0.874	0.200146021	0.957231976
0.875	0.200196917	0.957475396
0.876	0.20025306	0.957743909
0.877	0.200315	0.95804015
0.878	0.200398021	0.958437209
0.879	0.200431304	0.958596391
0.88	0.200467212	0.958768125
0.881	0.200560588	0.959214715
0.882	0.200683436	0.959802257
0.883	0.200824033	0.960474684
0.884	0.200994516	0.961290047
0.885	0.201181114	0.962182485
0.886	0.201238601	0.962457423
0.887	0.201341693	0.962950479
0.888	0.201484144	0.963631774
0.889	0.201576898	0.964075388
0.89	0.201623157	0.964296627
0.891	0.201694426	0.964637484
0.892	0.201775071	0.965023183
0.893	0.201798604	0.965135731
0.894	0.201801944	0.965151706
0.895	0.201844074	0.965353199
0.896	0.201909826	0.965667673
0.897	0.201922983	0.965730596
0.898	0.201923854	0.965734761
0.899	0.201928523	0.965757091
0.9	0.20194464	0.965834173
0.901	0.201972229	0.965966126
0.902	0.202021047	0.966199604
0.903	0.202046868	0.966323096
0.904	0.20204634	0.966320573
0.905	0.202089144	0.96652529
0.906	0.20213289	0.966734513
0.907	0.202138976	0.966763619
0.908	0.202108721	0.966618921
0.909	0.202118272	0.966664597
0.91	0.202042062	0.966300111
0.911	0.201964617	0.96592972
0.912	0.201937404	0.965799569
0.913	0.201782379	0.965058132
0.914	0.201672407	0.964532174
0.915	0.201549376	0.963943757
0.916	0.201321142	0.96285219
0.917	0.201019973	0.9614118
0.918	0.200752435	0.960132256
0.919	0.200473878	0.958800008
0.92	0.200120776	0.957111238
0.921	0.199783274	0.955497079
0.922	0.199529958	0.954285551
0.923	0.199326807	0.95331395
0.924	0.199127448	0.952360479
0.925	0.199052581	0.952002418
0.926	0.199060687	0.952041184
0.927	0.199085903	0.952161786
0.928	0.199061046	0.9520429
0.929	0.19896943	0.951604735
0.93	0.198841988	0.95099522
0.931	0.198642803	0.950042587
0.932	0.198315248	0.948476
0.933	0.197925286	0.94661094
0.934	0.197404863	0.944121927
0.935	0.196771781	0.941094107
0.936	0.196100236	0.937882329
0.937	0.195413622	0.934598485
0.938	0.194611285	0.930761171
0.939	0.193730073	0.926546628
0.94	0.192889189	0.92252496
0.941	0.19198754	0.918212669
0.942	0.191206899	0.914479126
0.943	0.190591307	0.911534951
0.944	0.190081432	0.909096389
0.945	0.189827176	0.907880366
0.946	0.189732636	0.907428212
0.947	0.189750432	0.907513328
0.948	0.189892833	0.908194384
0.949	0.19017713	0.909554079
0.95	0.19043071	0.910766869
0.951	0.190516766	0.911178446
0.952	0.190363871	0.910447203
0.953	0.189976811	0.908596021
0.954	0.18933921	0.905546587
0.955	0.188517528	0.901616756
0.956	0.18762723	0.897358754
0.957	0.18664373	0.892655001
0.958	0.185557538	0.887460104
0.959	0.184430887	0.882071709
0.96	0.183337778	0.876843733
0.961	0.182038934	0.870631789
0.962	0.180638486	0.863933911
0.963	0.179057975	0.856374856
0.964	0.177078314	0.846906792
0.965	0.174683984	0.835455507
0.966	0.172021294	0.822720746
0.967	0.169199446	0.809224784
0.968	0.166263879	0.79518494
0.969	0.163147892	0.780282207
0.97	0.160143481	0.765913107
0.971	0.157457815	0.753068458
0.972	0.155212839	0.742331482
0.973	0.153527932	0.734273134
0.974	0.152306867	0.728433183
0.975	0.151742592	0.725734444
0.976	0.152075862	0.727328363
0.977	0.152920713	0.731369005
0.978	0.154345595	0.738183745
0.979	0.156326423	0.747657385
0.98	0.158704479	0.759030841
0.981	0.161107478	0.770523583
0.982	0.163395261	0.78146529
0.983	0.165504761	0.791554329
0.984	0.16741089	0.800670715
0.985	0.169015609	0.808345551
0.986	0.170567213	0.815766359
0.987	0.172087703	0.823038356
0.988	0.173539026	0.829979552
0.989	0.174989982	0.836918995
0.99	0.176528693	0.844278137
0.991	0.178077926	0.851687605
0.992	0.179613561	0.859032037
0.993	0.181372477	0.867444351
0.994	0.182741357	0.873991248
0.995	0.184020492	0.880108927
0.996	0.18543519	0.886874954
0.997	0.186594239	0.892418305
0.998	0.187581846	0.897141697
0.999	0.188446429	0.901276714
1	0.189184861	0.904808389
1.001	0.1860632	0.889878518
1.002	0.18674076	0.893119065
1.003	0.187415501	0.896346129
1.004	0.188136669	0.899795235
1.005	0.188886435	0.903381115
1.006	0.189694786	0.90724719
1.007	0.190549234	0.911333732
1.008	0.191426885	0.915531242
1.009	0.192351757	0.919954601
1.01	0.193267085	0.92433231
1.011	0.194252422	0.929044852
1.012	0.195138007	0.933280308
1.013	0.19599143	0.937361946
1.014	0.196866933	0.941549189
1.015	0.197594742	0.945030058
1.016	0.198253623	0.948181267
1.017	0.198845963	0.951014234
1.018	0.199296771	0.953170298
1.019	0.199729779	0.955241229
1.02	0.200094408	0.956985131
1.021	0.200315145	0.95804084
1.022	0.200539943	0.959115975
1.023	0.200729302	0.960021615
1.024	0.200826519	0.960486574
1.025	0.200938821	0.961023679
1.026	0.201045775	0.961535204
1.027	0.201150987	0.962038397
1.028	0.201233939	0.962435128
1.029	0.201314939	0.962822523
1.03	0.201423382	0.963341172
1.031	0.201492639	0.963672405
1.032	0.201490855	0.96366387
1.033	0.20148704	0.963645626
1.034	0.201480122	0.963612538
1.035	0.201479658	0.96361032
1.036	0.201571514	0.964049637
1.037	0.20167175	0.964529032
1.038	0.201719737	0.964758539
1.039	0.201767193	0.964985505
1.04	0.20180618	0.965171966
1.041	0.201776955	0.965032191
1.042	0.201791049	0.965099601
1.043	0.201853065	0.965396202
1.044	0.201883423	0.965541396
1.045	0.201889423	0.965570091
1.046	0.201932858	0.965777824
1.047	0.201957856	0.965897385
1.048	0.201923476	0.965732954
1.049	0.201930918	0.965768545
1.05	0.201938462	0.965804629
1.051	0.201928556	0.96575725
1.052	0.201980247	0.966004471
1.053	0.201991371	0.966057673
1.054	0.201980942	0.966007795
1.055	0.201965184	0.965932431
1.056	0.20194151	0.965819207
1.057	0.201909971	0.965668366
1.058	0.201872336	0.96548837
1.059	0.201836518	0.965317064
1.06	0.201806272	0.965172405
1.061	0.201750647	0.96490637
1.062	0.201674386	0.964541641
1.063	0.201619363	0.964278482
1.064	0.201573747	0.964060316
1.065	0.20145435	0.963489282
1.066	0.201350574	0.962992957
1.067	0.201307346	0.96278621
1.068	0.201237773	0.962453466
1.069	0.201221235	0.962374371
1.07	0.201188403	0.962217346
1.071	0.201180661	0.962180316
1.072	0.201113262	0.961857971
1.073	0.201044686	0.961529996
1.074	0.200944456	0.961050626
1.075	0.200779768	0.960262977
1.076	0.200648921	0.959637182
1.077	0.200528018	0.959058942
1.078	0.200393691	0.958416501
1.079	0.20020865	0.957531512
1.08	0.200040647	0.95672801
1.081	0.199869055	0.955907342
1.082	0.199558322	0.95442121
1.083	0.199219316	0.952799853
1.084	0.198934451	0.951437442
1.085	0.198551456	0.949605704
1.086	0.198044103	0.947179203
1.087	0.197638131	0.945237574
1.088	0.197203064	0.943156791
1.089	0.196840376	0.941422176
1.09	0.196488019	0.939736969
1.091	0.196255221	0.938623574
1.092	0.196090459	0.937835572
1.093	0.195962358	0.937222907
1.094	0.195970381	0.93726128
1.095	0.196031021	0.937551298
1.096	0.196100287	0.937882577
1.097	0.196212187	0.938417757
1.098	0.196372672	0.939185303
1.099	0.196516794	0.939874589
