NaCl 80K NIR reflectance spectra from 0.35-2.5�m		
This is the data used to create Figure 1		
		
Wavelength (um	% Reflectance	normalized
0.886	0.280333074	0.928333253
0.887	0.280322318	0.928297633
0.888	0.280270607	0.928126392
0.889	0.280216209	0.927946248
0.89	0.280238523	0.928020144
0.891	0.280237594	0.928017065
0.892	0.280203489	0.927904127
0.893	0.280189127	0.927856565
0.894	0.280170454	0.927794729
0.895	0.280171121	0.92779694
0.896	0.280183281	0.927837206
0.897	0.280171547	0.927798349
0.898	0.280158024	0.927753567
0.899	0.280131013	0.927664121
0.9	0.280091304	0.92753262
0.901	0.280058913	0.927425358
0.902	0.280044328	0.927377059
0.903	0.280037807	0.927355465
0.904	0.28002653	0.92731812
0.905	0.280000913	0.927233289
0.906	0.279960078	0.927098062
0.907	0.279926548	0.926987026
0.908	0.279912513	0.92694055
0.909	0.279899342	0.926896933
0.91	0.279914554	0.926947309
0.911	0.279898177	0.926893076
0.912	0.27981871	0.926629917
0.913	0.279769446	0.926466776
0.914	0.279732534	0.926344541
0.915	0.279679649	0.926169411
0.916	0.279605986	0.925925473
0.917	0.279593803	0.925885128
0.918	0.27958187	0.925845612
0.919	0.27958719	0.92586323
0.92	0.279615053	0.925955499
0.921	0.279516273	0.925628384
0.922	0.279461383	0.925446614
0.923	0.279444783	0.925391643
0.924	0.279401214	0.925247364
0.925	0.279393909	0.925223173
0.926	0.279376549	0.925165683
0.927	0.279338369	0.925039251
0.928	0.279301196	0.924916151
0.929	0.279331633	0.925016943
0.93	0.279370251	0.925144827
0.931	0.279372133	0.925151061
0.932	0.279319973	0.924978331
0.933	0.279254439	0.924761312
0.934	0.279207714	0.92460658
0.935	0.279196849	0.924570601
0.936	0.279207296	0.924605198
0.937	0.279115642	0.924301682
0.938	0.279066666	0.924139497
0.939	0.279044712	0.924066793
0.94	0.278938134	0.923713856
0.941	0.278896035	0.923574444
0.942	0.278901092	0.92359119
0.943	0.27889744	0.923579099
0.944	0.2788332	0.923366363
0.945	0.278810378	0.923290789
0.946	0.278777514	0.923181956
0.947	0.278717669	0.92298378
0.948	0.278657944	0.922785998
0.949	0.278645283	0.92274407
0.95	0.278611915	0.922633571
0.951	0.278541125	0.922399147
0.952	0.278471463	0.922168458
0.953	0.278437473	0.922055898
0.954	0.278411397	0.921969547
0.955	0.278378134	0.921859396
0.956	0.278330044	0.921700143
0.957	0.278175873	0.9211896
0.958	0.27812053	0.92100633
0.959	0.278154665	0.921119371
0.96	0.278097733	0.920930839
0.961	0.278005583	0.920625681
0.962	0.277965295	0.920492266
0.963	0.277968417	0.920502605
0.964	0.277936673	0.920397483
0.965	0.277878462	0.920204715
0.966	0.277820265	0.920011994
0.967	0.277768954	0.919842075
0.968	0.27772463	0.919695293
0.969	0.277755433	0.9197973
0.97	0.277759668	0.919811322
0.971	0.277686185	0.919567981
0.972	0.277559602	0.919148799
0.973	0.277532357	0.919058575
0.974	0.277543039	0.91909395
0.975	0.277494512	0.918933248
0.976	0.27734704	0.918444891
0.977	0.277373317	0.91853191
0.978	0.277380433	0.918555473
0.979	0.277285223	0.918240182
0.98	0.277131449	0.917730953
0.981	0.277151715	0.917798064
0.982	0.277137651	0.917751493
0.983	0.277170193	0.917859256
0.984	0.277336527	0.918410077
0.985	0.277244332	0.918104769
0.986	0.277161348	0.917829965
0.987	0.277086686	0.917582719
0.988	0.276969166	0.917193547
